title,vote_average,genres,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
The Rage: Carrie 2,-0.764450236433111,"Horror, Thriller, Science Fiction",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Wing Commander,-1.5849159014505971,"Action, Science Fiction",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Haunting,0.8018933058729996,"Mystery, Horror, Thriller",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Dead Ringers,0.6527177304152746,"Drama, Horror, Thriller",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
My Boyfriend's Back,-0.5406868732465234,"Comedy, Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Village of the Damned,0.7273055181441367,"Horror, Science Fiction",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Children of the Damned,-0.16774793460221143,"Science Fiction, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Baby Geniuses,-2.107030415552634,"Science Fiction, Comedy, Family",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Telling You,-3.4496105946721567,"Drama, Comedy, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
I Stand Alone,1.0256566690595865,"Drama, Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Forces of Nature,-0.764450236433111,"Romance, Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The King and I,-0.8390380241619732,"Animation, Drama, Family",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Ravenous,0.5035421549575497,"Comedy, Horror, Thriller, Western",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
True Crime,0.13060321631323774,"Crime, Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bandits,-0.5406868732465234,"Action, Drama, Foreign",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Dangerous Beauty,0.5781299426864125,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Empty Mirror,-0.0931601468733493,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The King and I,0.8764810936018617,"Drama, Music, Romance",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Doug's 1st Movie,-0.5406868732465234,"Animation, Family, Comedy",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Edtv,-0.31692351005993635,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mod Squad,-1.510328113721735,"Action, Mystery, Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Among Giants,-1.211976962806285,"Comedy, Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A Walk on the Moon,0.056015428584375616,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Matrix,1.3240078199750365,"Action, Science Fiction",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10 Things I Hate About You,0.8764810936018617,"Comedy, Romance, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Tango,0.5035421549575497,"Drama, Foreign, Romance",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
The Out-of-Towners,-0.764450236433111,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dreamlife of Angels,0.5781299426864125,"Drama, Foreign",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Metroland,-0.018572359144487172,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sticky Fingers of Time,-0.9882135996196981,"Science Fiction, Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Following,0.8018933058729996,"Crime, Drama, Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Go,0.6527177304152746,"Crime, Comedy, Thriller",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Never Been Kissed,-0.2423357223310742,"Romance, Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Twin Dragons,0.056015428584375616,"Comedy, Action",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cookie's Fortune,0.056015428584375616,"Comedy, Drama, Thriller",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Foolish,0.13060321631323774,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lovers of the Arctic Circle,0.7273055181441367,"Drama, Mystery, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Goodbye Lover,-0.2423357223310742,"Thriller, Comedy, Crime, Mystery",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Life,0.20519100404210053,"Comedy, Crime",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friends & Lovers,-0.46609908551766127,"Comedy, Romance, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Hideous Kinky,0.056015428584375616,"Romance, Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Jeanne and the Perfect Guy,-1.211976962806285,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Monster,0.5035421549575497,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Open Your Eyes,0.9510688813307244,"Drama, Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Photographer,-4.568427410605093,"TV Movie, History, Documentary, War",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
SLC Punk,0.8764810936018617,"Crime, Romance, Comedy, Drama, Music",0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Lost & Found,-0.9136258118908354,"Comedy, Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pushing Tin,-0.31692351005993635,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Election,0.42895436722868757,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eXistenZ,0.42895436722868757,"Action, Thriller, Science Fiction, Horror",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
The Mighty Peking Man,-0.9882135996196981,"Science Fiction, Action, Fantasy",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Nô,0.6527177304152746,"Drama, Foreign",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Let It Come Down: The Life of Paul Bowles,-4.568427410605093,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entrapment,-0.0931601468733493,"Romance, Drama, Mystery",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Idle Hands,-0.018572359144487172,"Thriller, Comedy, Horror",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Get Real,0.35436657949982475,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Heaven,-0.018572359144487172,"Crime, Thriller",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The King of Masks,1.2494200322461735,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Three Seasons,0.5035421549575497,"Drama, Foreign",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Winslow Boy,0.20519100404210053,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mildred Pierce,0.9510688813307244,"Crime, Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Night of the Comet,-0.018572359144487172,"Comedy, Horror, Science Fiction",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Chopping Mall,-0.46609908551766127,"Horror, Science Fiction",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
My Science Project,-0.018572359144487172,"Comedy, Family, Fantasy, Science Fiction",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Dick Tracy,-0.16774793460221143,"Adventure, Action, Comedy, Thriller, Crime",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Mummy,0.35436657949982475,"Adventure, Action, Fantasy",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Castle,0.9510688813307244,"Drama, Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
This Is My Father,-1.211976962806285,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Xiu Xiu: The Sent-Down Girl,0.8764810936018617,"Drama, Foreign",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
A Midsummer Night's Dream,0.20519100404210053,"Fantasy, Drama, Comedy, Romance",0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Trippin',-1.211976962806285,"Comedy, Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
After Life,0.8764810936018617,"Fantasy, Drama",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Black Mask,-0.2423357223310742,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edge of Seventeen,-0.31692351005993635,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Endurance,-0.0931601468733493,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Wars: Episode I - The Phantom Menace,0.20519100404210053,"Adventure, Action, Science Fiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Love Letter,-0.16774793460221143,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Besieged,0.8018933058729996,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Frogs for Snakes,-4.568427410605093,"Thriller, Comedy, Crime",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Saragossa Manuscript,0.9510688813307244,"Comedy, Drama, Fantasy, Mystery",0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
The Mummy,0.5781299426864125,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Mummy,0.5035421549575497,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Mummy's Curse,0.5781299426864125,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Mummy's Ghost,0.5781299426864125,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Mummy's Hand,0.27977879177096265,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Mummy's Tomb,1.6223589708904862,"Drama, Fantasy, Horror, Mystery, Thriller",0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
Mommie Dearest,0.35436657949982475,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Superman,0.5781299426864125,"Action, Adventure, Fantasy, Science Fiction",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Superman II,0.27977879177096265,"Action, Adventure, Fantasy, Science Fiction",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Superman III,-0.6152746609753862,"Comedy, Action, Adventure, Fantasy, Science Fiction",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Superman IV: The Quest for Peace,-1.510328113721735,"Action, Adventure, Science Fiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dracula,0.8018933058729996,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
House of Dracula,-0.2423357223310742,"Horror, Science Fiction",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
House of Frankenstein,0.056015428584375616,"Fantasy, Horror, Science Fiction, Thriller",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
Frankenstein,0.8764810936018617,"Drama, Horror, Science Fiction",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Son of Frankenstein,0.6527177304152746,"Horror, Science Fiction",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
The Ghost of Frankenstein,0.20519100404210053,"Fantasy, Horror, Science Fiction",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Frankenstein Meets the Wolf Man,0.27977879177096265,"Fantasy, Horror, Science Fiction",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
The Curse of Frankenstein,0.5035421549575497,"Horror, Science Fiction",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Son of Dracula,0.5035421549575497,"Fantasy, Horror",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
The Wolf Man,0.8018933058729996,"Horror, Drama",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Howling II: Stirba - Werewolf Bitch,-1.4357403259928723,"Thriller, Horror",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Tarantula,-0.018572359144487172,"Horror, Science Fiction, Thriller",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
The Rocky Horror Picture Show,0.9510688813307244,"Comedy, Horror, Music, Science Fiction",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
The Flying Saucer,-2.554557141925808,"Thriller, Science Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
It Came from Hollywood,-0.0931601468733493,"Comedy, Documentary",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Thing from Another World,0.5781299426864125,"Horror, Science Fiction",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
It Came from Outer Space,0.056015428584375616,"Horror, Science Fiction",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
The War of the Worlds,0.5035421549575497,"Horror, Science Fiction, Thriller",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
It Came from Beneath the Sea,-0.5406868732465234,"Horror, Science Fiction",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Invasion of the Body Snatchers,0.8764810936018617,"Horror, Science Fiction",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Earth vs. the Flying Saucers,-0.0931601468733493,"Action, Science Fiction",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
It Conquered the World,-1.5849159014505971,"Horror, Science Fiction, Thriller",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
The Mole People,-1.2865647505351472,"Adventure, Fantasy, Horror, Science Fiction",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Swamp Thing,-0.5406868732465234,"Horror, Science Fiction",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Pork Chop Hill,0.20519100404210053,"Action, War, Drama",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Run Silent, Run Deep",1.0256566690595865,"Drama, War",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Notting Hill,0.6527177304152746,"Romance, Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Thirteenth Floor,0.5035421549575497,"Thriller, Science Fiction, Mystery",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Eternity and a Day,0.7273055181441367,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Loss of Sexual Innocence,-0.6898624487042483,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Twice Upon a Yesterday,-0.764450236433111,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Instinct,0.13060321631323774,"Drama, Mystery, Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Buena Vista Social Club,0.8764810936018617,"Documentary, Music",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Desert Blue,-0.46609908551766127,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Place at the Table,0.5781299426864125,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Place at the Table,0.5781299426864125,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Floating,-0.8390380241619732,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Free Enterprise,-0.2423357223310742,"Comedy, Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Limbo,0.6527177304152746,"Adventure, Drama, Thriller",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Austin Powers: The Spy Who Shagged Me,-0.018572359144487172,"Adventure, Comedy, Crime, Science Fiction",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Promise Her Anything,-4.568427410605093,"Comedy, Drama, Fantasy",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Red Dwarf,-0.46609908551766127,"Drama, Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Red Violin,0.8018933058729996,"Drama, Thriller, Mystery, Music, Romance",0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
Tarzan,0.7273055181441367,"Adventure, Animation, Drama, Family",0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The General's Daughter,-0.018572359144487172,"Crime, Drama, Mystery, Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Get Bruce!,0.056015428584375616,"Comedy, Documentary",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An Ideal Husband,0.13060321631323774,"Drama, Comedy, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Legend of 1900,1.4731833954327607,Fantasy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Run Lola Run,0.8018933058729996,"Action, Drama, Thriller",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Trekkies,0.13060321631323774,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Daddy,0.056015428584375616,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Boys,0.5035421549575497,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dinner Game,1.1748322445173114,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Son the Fanatic,-1.0628013873485602,"Drama, Comedy, Foreign",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Zone 39,-0.8390380241619732,Science Fiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Arachnophobia,0.056015428584375616,"Comedy, Horror",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"South Park: Bigger, Longer & Uncut",0.7273055181441367,"Animation, Comedy, Music",0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wild Wild West,-0.764450236433111,"Action, Adventure, Comedy, Science Fiction, Western",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Summer of Sam,0.13060321631323774,"Thriller, Drama, Crime, Romance",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Broken Vessels,-0.0931601468733493,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Les Amants du Pont-Neuf,1.0256566690595865,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"Late August, Early September",0.8764810936018617,"Drama, Foreign",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
American Pie,0.20519100404210053,"Comedy, Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Arlington Road,0.6527177304152746,"Drama, Thriller, Mystery",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Autumn Tale,0.6527177304152746,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Muppets from Space,-0.2423357223310742,"Fantasy, Comedy, Science Fiction, Family",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
The Blair Witch Project,0.13060321631323774,"Horror, Mystery",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
My Life So Far,-0.018572359144487172,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Eyes Wide Shut,0.7273055181441367,"Mystery, Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Lake Placid,-0.46609908551766127,"Horror, Comedy, Action, Science Fiction, Thriller",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
The Wood,0.7273055181441367,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Velocity of Gary,-1.4357403259928723,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Ghostbusters,0.8764810936018617,"Comedy, Fantasy",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ghostbusters II,0.13060321631323774,"Comedy, Fantasy",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Drop Dead Gorgeous,0.27977879177096265,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Haunting,-0.6898624487042483,"Horror, Thriller, Fantasy, Mystery",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
Inspector Gadget,-1.3611525382640102,"Action, Adventure, Comedy, Family",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Trick,0.42895436722868757,"Comedy, Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Deep Blue Sea,-0.3915112977887991,"Action, Science Fiction, Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Mystery Men,-0.31692351005993635,"Adventure, Fantasy, Action, Comedy, Science Fiction",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Runaway Bride,-0.2423357223310742,"Comedy, Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Twin Falls Idaho,0.7273055181441367,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Killing,1.1748322445173114,"Drama, Action, Thriller, Crime",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Killer's Kiss,0.056015428584375616,"Crime, Drama, Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Spartacus,0.8764810936018617,"Action, Drama, History",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Lolita,0.8764810936018617,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Barry Lyndon,1.1748322445173114,"Drama, Romance, War",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
The 400 Blows,1.3985956077038986,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jules and Jim,1.1002444567884486,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Vibes,-0.0931601468733493,"Romance, Action, Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Mosquito Coast,0.13060321631323774,"Adventure, Drama",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Golden Child,-0.3915112977887991,"Action, Adventure, Comedy",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brighton Beach Memoirs,0.056015428584375616,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Assassination,-0.3915112977887991,"Drama, Action, Thriller",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Crimes of the Heart,-0.0931601468733493,"Drama, Family",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Color Purple,1.1748322445173114,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Kindred,-0.16774793460221143,"Horror, Science Fiction",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
No Mercy,-0.31692351005993635,"Action, Crime, Thriller",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ménage,-0.0931601468733493,"Crime, Drama, Comedy",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Native Son,-3.076671656027845,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mission,0.7273055181441367,"Adventure, Drama, Action, History",1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Little Shop of Horrors,0.42895436722868757,"Horror, Comedy, Music",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
The Little Shop of Horrors,0.056015428584375616,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allan Quatermain and the Lost City of Gold,-1.137389175077423,"Action, Adventure, Comedy",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Morning After,-0.16774793460221143,"Crime, Drama, Mystery, Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Radio Days,0.6527177304152746,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
From the Hip,-0.2423357223310742,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
